taxonID,scientificName,tip_label,family,genus,species,split_length,author.x,genus_hybrid,species_hybrid,taxon_rank,infra_name,comment,usable,id,family.apg,taxon_status,author.y,accepted_plant_name_id,match_type
1385507,Saxifraga taylorii,Saxifraga taylorii,Saxifragaceae,Saxifraga,taylorii,2,,,,species,,,,62863,Saxifragaceae,Accepted,Calder&Savile,584766-az,
1426229,Solanum corymbosum,Solanum corymbosum,Solanaceae,Solanum,corymbosum,2,,,,species,,,,64112,Solanaceae,Invalid,BanksexDunal,1031446-az,
1426229,Solanum corymbosum,Solanum corymbosum,Solanaceae,Solanum,corymbosum,2,,,,species,,,,64112,Solanaceae,Invalid,WightexNees,1031900-az,
1426229,Solanum corymbosum,Solanum corymbosum,Solanaceae,Solanum,corymbosum,2,,,,species,,,,64112,Solanaceae,Accepted,Jacq,1031726-az,
1426229,Solanum corymbosum,Solanum corymbosum,Solanaceae,Solanum,corymbosum,2,,,,species,,,,64112,Solanaceae,Invalid,Noronha,1031837-az,
1504168,Combretum laxum,Combretum laxum,Combretaceae,Combretum,laxum,2,,,,species,,,,66278,Combretaceae,Accepted,Jacq,732736-az,
1504168,Combretum laxum,Combretum laxum,Combretaceae,Combretum,laxum,2,,,,species,,,,66278,Combretaceae,Illegitimate,Roxb,732377-az,
1504168,Combretum laxum,Combretum laxum,Combretaceae,Combretum,laxum,2,,,,species,,,,66278,Combretaceae,Illegitimate,Aubl,732993-az,
1548808,Terminalia brassii,Terminalia brassii,Combretaceae,Terminalia,brassii,2,Exell,,,species,,,,67943,Combretaceae,Accepted,Exell,431452-az,matching authors
1548808,Terminalia brassii,Terminalia brassii,Combretaceae,Terminalia,brassii,2,Exell,,,species,,,,67943,Combretaceae,Illegitimate,Exell,434390-az,matching authors
1591393,Epidendrum oxyglossum,Epidendrum oxyglossum,Orchidaceae,Epidendrum,oxyglossum,2,Schltr,,,species,,,,68818,Orchidaceae,Accepted,Schltr,69132-wcs,matching authors
1591393,Epidendrum oxyglossum,Epidendrum oxyglossum,Orchidaceae,Epidendrum,oxyglossum,2,Schltr,,,species,,,,68818,Orchidaceae,Illegitimate,Schltr,68308-wcs,matching authors
1592024,Semecarpus obscurus,Semecarpus obscurus,Anacardiaceae,Semecarpus,obscurus,2,Thwaites,,,species,,,,68836,Anacardiaceae,Synonym,Thwaites,479886-az,matching authors
1592024,Semecarpus obscurus,Semecarpus obscurus,Anacardiaceae,Semecarpus,obscurus,2,Thwaites,,,species,,,,68836,Anacardiaceae,Synonym,Thwaites,479964-az,matching authors
1640492,Trichilia tomentosa,Trichilia tomentosa,Meliaceae,Trichilia,tomentosa,2,,,,species,,,,69847,Meliaceae,Invalid,AChev,514943-az,
1640492,Trichilia tomentosa,Trichilia tomentosa,Meliaceae,Trichilia,tomentosa,2,,,,species,,,,69847,Meliaceae,Accepted,Kunth,515418-az,
1933722,Salvia frigida,Salvia frigida,Lamiaceae,Salvia,frigida,2,Boiss,,,species,,,,74373,Lamiaceae,Synonym,Boiss,184172-wcs,matching authors
1933722,Salvia frigida,Salvia frigida,Lamiaceae,Salvia,frigida,2,Boiss,,,species,,,,74373,Lamiaceae,Accepted,Boiss,182678-wcs,matching authors
